gene_name	introns	transcripts	proteins
npf	3	2	1
snoRNA:Me18S-A469	0	1	0
mRpS18A	1	2	1
CG43444	13	4	3
CG14183	8	3	3
CG14182	2	2	2
aos	3	2	1
CG14184	4	2	1
CG14187	6	10	3
aop	5	14	2
CG14636	2	2	1
CG3788	4	3	2
CG14634	3	3	1
mtRNApol	8	2	1
CG14631	0	1	1
CG14630	1	1	1
mir-12	0	1	0
CG34247	2	2	1
CG10749	0	1	1
CG10748	0	1	1
CG10747	2	2	2
ftz-f1	10	20	2
Gycbeta100B	16	2	1
CG10741	4	4	2
CG34241	1	1	1
Mgn3570	0	2	1
CG12920	3	1	1
CG12923	3	2	1
dgrn	5	13	3
Mgn3574	0	1	1
CG18539	3	2	2
Mgn3576	0	1	0
CG12926	4	3	2
CG12929	2	2	2
Mgn3579	0	1	1
CG18536	2	1	1
gho	6	7	2
CG18530	2	1	1
CG12679	0	1	1
MCPH1	8	8	6
Chc	12	8	1
Cyt-c-d	3	3	1
Usf	1	2	1
Chi	2	3	2
colt	0	3	1
CG12672	0	1	1
Rx	5	1	1
CG12674	3	2	2
Nipsnap	9	6	2
CG1271	6	9	5
Cyt-c-p	2	2	1
Gmer	4	3	3
CG14459	4	1	1
mbo	0	2	1
RpS10a	0	1	1
RpS10b	3	5	1
CG14453	0	2	1
CG14980	4	4	4
cold	2	1	1
CG14982	3	2	1
CG14985	4	4	3
CG14984	2	3	1
CG14455	1	3	2
cola	0	1	1
CG7377	0	1	1
CG7376	10	7	3
CG2254	3	2	1
CG7372	1	6	1
CG7371	9	3	1
CG7370	1	2	1
dro3	0	3	2
dro2	0	1	1
dro6	0	1	1
RfC3	5	1	1
Ski6	2	4	2
CG2789	3	3	3
CG17636	6	16	6
pncr017:3R	1	1	0
CG33667	1	1	1
CG33666	1	1	1
CG33665	1	2	1
CG42240	0	4	3
CG2781	5	2	1
tRNA:G3:57BCb	0	1	0
tRNA:G3:57BCa	0	1	0
CG33668	1	2	1
CG6888	0	1	1
nol	0	1	1
chr2L_14496969_14498135.0	0	1	0
Vm26Ab	0	1	1
Vm26Ac	0	1	1
Vm26Aa	0	1	1
nod	7	15	3
CG43668	1	1	1
Mgn84013	2	4	0
CG32983	0	1	1
noc	1	3	1
CG14692	15	1	1
hale	1	2	2
not	4	4	3
CG14695	0	2	2
CG42794	1	3	1
halo	0	2	2
nos	4	4	3
CG6272	1	1	1
proPO-A1	5	1	1
CG7154	3	1	1
CG7158	6	5	5
gukh	9	6	5
CG15580	4	4	4
Actbeta	6	2	2
form3	13	3	3
Ilp7	2	1	1
Mgn94029	1	3	1
Mgn94028	0	1	0
Mgn84018	0	1	0
Mgn94025	0	1	0
Mgn94024	2	2	0
Mgn94027	0	1	0
Mgn94026	0	1	0
Mgn94021	0	1	0
CG7461	0	2	1
Mgn94023	0	1	0
Mgn94022	0	1	0
RluA-1	23	15	2
en	2	3	1
Ptth	2	6	3
Ptp10D	28	181	14
tRNA:CR31568	0	1	0
Mgn00528	2	2	0
ed	8	4	1
eg	4	5	4
ea	3	2	2
bc10	2	6	1
CG5541	4	3	1
CG11406	7	7	6
CG13989	1	1	1
CG4692	2	2	1
ey	10	4	4
ex	5	2	1
Fas1	24	179	23
Ac76E	21	3	2
CG13982	2	1	1
CG13983	1	1	1
CG13984	0	1	1
Mgn00303	1	1	0
fu	4	2	2
chrX_15280069_15280783.0	0	1	0
CG33082	1	2	2
CG33080	8	10	4
chr3R_8094630_8095952.0	0	1	0
Ilp5	1	2	2
CG9007	8	8	2
CG12582	16	13	9
CG9005	8	11	2
CG9004	1	3	2
CG9003	14	37	6
CR43428	0	2	0
CG11160	6	5	4
robls54B	1	1	1
CG12589	4	20	2
CG11163	18	22	4
CG11164	1	2	1
CG11165	0	2	2
CG9008	12	18	4
CG8202	12	3	3
CG13183	5	1	1
CG8206	0	2	1
CG13185	17	3	3
CG8204	2	2	1
Cyp12b2	6	2	2
CG13188	10	4	2
CG13189	0	3	1
lms	2	2	2
Ilp4	1	1	1
CG2924	14	19	3
CG2926	9	9	3
CG15919	1	1	1
CG4558	1	2	2
CG10505	5	1	1
CG4554	5	1	1
CG15916	0	1	1
CG4552	2	1	1
CG4553	0	1	1
lmg	0	3	2
Dbi	2	1	1
Mtch	10	12	3
His4:CG33869	0	1	1
CG43190	1	3	2
CR43344	2	1	0
CG6201	4	3	1
CR43610	1	1	0
CR43611	3	2	0
CG9267	3	1	1
CR43617	2	3	1
CG9265	11	11	3
CG42644	1	2	1
RhoGAP68F	9	6	4
CG6209	2	9	5
CG9269	0	2	1
Hers	15	26	4
Arp8	2	1	1
Actn3	1	2	2
CG10984	8	15	4
Mgn94048	0	1	0
Ars2	11	16	12
tRNA:CR31885	0	1	0
tRNA:CR31889	0	1	0
l(1)10Bb	3	6	1
CG44032	0	1	0
TrxT	4	3	2
CG44037	3	3	0
CG44038	0	2	0
CG17650	1	1	1
Pu	9	10	7
Tango13	10	15	3
mt:tRNA:Y	0	1	0
Mgn94042	0	3	1
Tsp97E	5	5	3
Tim9b	2	2	2
FANCI	12	3	3
pnr	5	12	4
CG17362	0	2	2
mthl5	6	2	2
CG17404	2	1	1
Rbf	8	9	4
btz	2	6	3
CG3781	0	2	1
png	0	1	1
tRNA:CR32285	0	1	0
CG9914	3	6	2
tRNA:CR32287	0	1	0
tRNA:CR32286	0	1	0
CG9911	6	3	2
Sas-4	1	1	1
btd	1	1	1
tRNA:CR32289	0	1	0
tRNA:CR32288	0	1	0
mRNA-cap	5	1	1
Btd	1	2	2
CG12698	7	1	1
cenG1A	9	3	3
2mit	3	1	1
shtd	7	2	2
tRNA:CR31588	0	1	0
CG6672	3	1	1
angel	0	1	1
Jon65Ai	0	1	1
CoVIb	4	12	2
CG12341	1	1	1
slam	2	2	2
yellow-e3	2	1	1
Gasp	5	3	2
Naa60	5	25	5
CG12691	1	2	2
BM-40-SPARC	2	1	1
HBS1	0	2	1
CG5787	3	4	1
CG5780	4	3	3
CG5781	0	1	1
Phm	7	1	1
CG5783	3	2	2
CG43336	3	1	1
Mgn4082	0	6	1
CG5789	8	3	1
mt:tRNA:S:AGY	0	1	0
CG34460	2	1	1
CG34461	2	2	1
S2P	4	6	2
Ent2	0	4	1
CG31104	2	1	1
CG43265	1	2	1
CG43266	1	2	1
CG43267	2	2	1
CG43268	0	1	0
CG31109	4	2	1
CG15597	4	4	4
CG32679	2	2	1
Ero1L	5	3	1
CG42681	1	1	1
CG42680	1	2	1
CG42683	12	16	4
CG42682	2	2	2
CG42685	5	3	3
CG42684	15	9	9
CG32459	2	1	1
CG43337	2	7	2
CG32105	3	2	2
CG42688	2	2	1
CG32107	3	3	3
CG32106	5	3	3
CG32453	0	1	1
CG32100	2	4	2
CG32103	15	112	5
CG32102	1	2	1
PhKgamma	24	277	9
snoRNA:Me18S-C1831	0	1	0
Ir94b	0	1	1
CG43198	2	1	1
CG13014	0	1	1
Mgn00213	1	1	0
CG14088	0	1	1
Mgn00217	1	1	0
Mgn00216	1	1	0
CG11768	5	3	1
Fuca	6	2	1
mrt	7	9	1
egg	7	1	1
Mgn00219	5	3	1
CG11762	2	2	2
CG3689	5	14	2
Ide	15	5	5
noncoding_17085	1	1	0
Mgn095197	0	1	0
Mgn095196	0	1	0
mrn	1	3	1
Mgn095194	0	1	0
G-oalpha47A	16	28	5
mri	4	3	1
mrj	11	7	3
Mgn095190	0	1	0
Gp150	12	14	4
CG43085	1	1	1
CG14618	2	4	2
Cyp304a1	3	1	1
Mgn095199	0	1	0
Mgn095198	0	1	0
CG42359	1	3	2
CG18186	0	1	1
Mfe2	2	2	1
CG18180	0	1	1
CG42353	6	2	1
Tsp42Er	5	2	2
Tsp42Eq	5	3	1
Tsp42Ep	5	5	2
CG42357	1	1	1
CG42356	1	1	1
CG42355	4	3	1
CG42354	6	26	5
Tsp42Ek	5	3	2
Tsp42Ej	3	1	1
Tsp42Ei	4	3	1
Tsp42Eh	6	5	5
Tsp42Eo	4	4	2
Tsp42En	4	1	1
tRNA:CR31432	0	1	0
Tsp42El	4	1	1
Tsp42Ec	2	1	1
Tsp42Eb	2	1	1
Tsp42Ea	14	7	6
CG14964	3	2	1
Tsp42Eg	4	1	1
Tsp42Ef	4	1	1
Tsp42Ee	8	5	4
Tsp42Ed	5	2	2
CG13405	1	2	1
CG43885	1	2	1
CG43886	1	2	1
CG6845	13	13	6
CG43880	1	1	1
CG6843	1	1	1
CG13403	1	2	2
CG6841	4	2	2
Jon25Bi	0	1	1
Sfp24Bb	1	1	1
Sfp24Bc	1	1	1
Sfp24Ba	1	1	1
Dg	17	15	6
Ras85D	3	4	1
chr2L_18466642_18468081.0	0	1	0
Xpac	1	2	1
Mgn3724	0	3	0
Mgn3727	1	3	1
Mgn3721	0	3	1
CG18764	4	2	2
Mgn4111	0	4	0
TwdlM	7	12	12
CG18769	19	20	5
CG11951	6	2	2
CR43877	1	1	1
Mst84Dc	2	2	1
Mhc	60	2040	511
Mst84Da	1	1	1
CG33278	0	1	1
CG11378	2	2	1
Mgn126	1	2	1
Pka-R1	15	102	10
CG11374	1	1	1
CG11377	3	2	2
CG11376	13	4	4
CG33270	0	1	1
CG33271	0	1	1
CG33272	0	1	1
mt:ND5	0	1	1
TwdlBeta	0	1	1
mt:ND6	0	1	1
mt:ND1	0	1	1
mt:ND3	0	1	1
CG31819	2	1	1
CG31816	2	2	2
CG31817	3	2	2
CG31814	15	12	2
CG31815	0	1	1
CG31812	1	2	2
CG31813	1	2	2
CG31810	4	1	1
CG42233	6	1	1
CG3868	4	6	6
Mgn121	1	3	0
CG3649	3	2	2
CG13516	2	2	1
CG3862	0	2	2
CG3645	6	4	1
CG3860	13	9	1
SpdS	3	3	2
CG3313	3	2	1
Wnt10	5	1	1
TwdlG	3	3	1
CG17168	1	2	1
nonC	8	5	2
CG7523	6	4	3
qkr54B	10	8	3
BobA	1	2	2
bocksbeutel	1	4	2
Appl	20	1224	91
CG13511	2	4	3
CG12521	0	2	1
SMSr	5	5	3
mir-4939	0	1	0
CG14840	0	1	1
CG14841	1	2	2
psidin	6	2	1
Pros28.1A	0	1	1
ytr	3	2	1
CG42235	38	14	5
Rbm13	4	2	2
CG32454	0	2	1
CG10176	2	6	1
CG10177	0	1	1
mon2	12	2	2
CG10171	3	6	2
chr2R_15676152_15677294.0	0	1	1
CG10178	4	2	1
mt:ND4L	0	1	1
TwdlY	0	1	1
nonA	5	4	3
Kat60	7	4	3
CG9948	6	16	2
CR42756	0	1	0
CG32642	2	2	2
l(1)G0320	1	2	1
Krn	1	1	1
hoe1	18	9	4
hoe2	9	4	4
TwdlU	2	1	1
CG12446	0	1	1
CG12115	1	1	1
CG12116	0	2	1
Sfp93F	1	2	1
TfIIEalpha	2	1	1
CG12112	4	3	2
Hsc70Cb	14	22	2
CG4749	0	2	2
Ssadh	7	13	1
gwl	9	6	6
Fem-1	7	5	3
babos	2	4	1
TwdlR	1	1	1
Ccap	4	6	1
CG31226	4	3	1
CR14578	3	1	1
CG14332	0	1	1
CG30005	3	1	1
H2.0	2	1	1
APP-BP1	11	13	1
CG15208	0	1	1
Fcp3C	3	2	2
CG4743	3	2	2
Gr58a	1	1	1
CG14330	1	2	1
Gr58c	1	1	1
Gr58b	1	1	1
5SrRNA:CR33387	0	1	0
5SrRNA:CR33386	0	1	0
5SrRNA:CR33385	0	1	0
5SrRNA:CR33384	0	1	0
5SrRNA:CR33383	0	1	0
CG5011	0	1	1
5SrRNA:CR33381	0	1	0
5SrRNA:CR33380	0	1	0
5SrRNA:CR33389	0	1	0
5SrRNA:CR33388	0	1	0
CG8097	3	3	1
Axn	15	8	6
Ten-m	16	52	8
CG1724	0	1	1
Rlb1	1	2	1
Teh3	1	1	1
Zif	5	4	2
Cht5	7	2	2
Teh2	6	8	2
RpL41	2	1	1
RpL40	5	4	1
CG15202	3	2	2
tRNA:CR32362	0	1	1
tRNA:CR32363	0	1	1
tRNA:CR32360	0	1	0
tRNA:CR32361	0	1	0
RpLP0-like	2	2	1
CG7945	10	11	4
CG7946	3	4	2
Cht6	24	35	20
CG40470	13	2	1
CR43409	0	1	0
CR43408	0	3	0
Cht9	2	1	1
Mgn00180	1	1	0
O-fut1	1	1	1
CG18635	2	1	1
Mgn00185	1	1	0
Cht8	2	1	1
HP1e	0	1	1
HP1c	1	3	2
HP1b	1	4	1
Bet3	2	2	1
Bet1	2	6	1
Bet5	3	3	1
snoRNA:CG16892-a	0	1	0
CG16723	11	2	2
CG16721	5	2	1
Acf1	6	5	4
CG16727	4	1	1
AP-50	4	6	1
noncoding_16341	1	1	0
CG11095	1	1	1
Vha36-1	1	2	1
Vha36-2	1	1	1
alpha-Est10	5	3	3
dlg1	46	1334	112
CG11970	3	3	2
CG11977	2	1	1
CG11975	3	2	1
mir-33	0	1	0
msb1l	2	2	2
Ets21C	3	3	2
AdoR	4	1	1
Hph	8	13	3
CG32236	0	1	1
AIF	8	9	3
yl	6	6	6
CG4764	0	1	1
CG30026	1	1	1
CG4766	2	2	1
CG30020	13	2	2
mir-34	0	1	0
CG30022	5	3	2
mt:tRNA:D	0	1	0
tRNA:CR31946	0	1	0
CG33920	3	1	1
tRNA:CR31944	0	1	0
tRNA:CR31943	0	1	0
tRNA:CR31942	0	1	0
tRNA:CR31940	0	1	0
Miro	6	12	4
Mgn3930	1	4	0
CR31822	1	1	1
CR31824	0	1	1
Mgn3937	0	3	1
CG4927	2	1	1
raps	2	2	1
tRNA:CR31130	0	1	0
CG4925	6	2	2
Fbxl4	9	2	1
Dic1	3	2	1
Dic2	3	2	1
Dic3	2	2	2
Fen1	1	2	2
CG42598	4	3	2
CG13230	1	1	1
CG13231	1	1	1
CG9170	4	15	7
His2A:CG33808	0	1	1
Afti	4	4	1
asparagine-synthetase	0	1	1
ms(2)35Ci	4	2	1
Mur2B	9	10	4
Mgn99926	0	1	0
CG31643	4	2	1
CG31642	1	1	1
Mgn095278	0	1	0
Vha16-5	0	1	1
Vha16-2	0	2	1
CG31646	12	2	2
CG34141	5	3	1
CG31644	2	2	2
Mgn095272	0	1	0
Mgn095273	0	1	0
CG31648	0	2	2
Mgn095276	0	1	0
Mgn095277	0	1	0
CG43749	21	7	7
Mgn095275	0	1	0
CG4372	0	1	1
RYamide	0	1	1
CG4377	2	1	1
CG4374	6	5	2
CG4375	2	3	3
CG3419	7	7	4
tobi	1	1	1
swi2	4	2	1
CG42246	1	1	1
Mgn99928	0	1	1
VGlut	9	3	1
cl	5	5	4
mys	13	11	4
ClC-c	10	2	2
rst	8	8	1
Mgn158	0	1	0
Rh3	0	1	1
SoYb	6	3	2
Mgn1936	0	2	0
bora	2	6	1
scpr-C	1	2	1
Hel89B	8	4	2
CG43965	1	1	1
amn	0	1	1
Patsas	1	2	1
swif	0	2	1
amd	3	3	2
psd	0	1	1
CG14619	22	88	10
CG33722	7	1	1
CG5808	1	2	2
Tal	2	1	1
CG15641	0	1	1
psq	25	347	12
CG14615	1	3	1
CG14614	9	135	1
pst	10	13	8
CG18516	6	1	1
Snx16	2	1	1
CG33721	3	1	1
CG10761	0	2	1
CG10764	6	1	1
CG18518	0	1	1
noncoding_4393	1	1	1
CG12948	1	4	1
t	7	1	1
CG5802	3	2	1
CG12943	10	5	5
CG12942	6	2	1
Mgn3550	0	1	1
CG33725	2	2	1
CG12947	3	5	4
Mgn3554	0	2	0
CG4996	9	2	1
Marf	9	6	3
CG4995	7	4	2
CG14471	1	1	1
CG33051	2	1	1
eIF4AIII	3	1	1
CG14478	4	72	1
CG4998	6	4	3
CG32667	2	2	1
exo70	7	1	1
Rnp4F	10	7	3
CG33054	3	4	4
swaPsi	3	2	1
CG32668	6	1	1
CG32669	0	1	1
CG7311	3	5	4
CG2233	10	9	8
cv	4	5	2
CheB98a	3	2	2
CG33649	1	2	2
CG33648	3	1	1
CG12096	1	3	1
CG33645	1	1	1
CG33644	1	1	1
CG33647	2	1	1
ct	12	59	14
CG33641	1	1	1
CG33640	1	1	1
CG33643	1	1	1
CG33642	1	1	1
CG33253	3	3	3
Cyp12e1	6	2	2
snoRNA:Psi28S-3405d	0	1	0
CG5220	2	1	1
CG5225	2	1	1
CG5224	2	1	1
nmd	2	3	2
Pros26	1	2	1
nmo	11	30	2
CG9626	14	2	2
Mul1	3	1	1
zwilch	3	1	1
Cpr67Fa1	1	1	1
sro	1	1	1
CG11498	7	4	2
srp	15	34	25
Mgn656	1	3	1
CG12617	1	1	1
srw	0	1	1
Mgn652	0	3	0
CG11490	2	2	1
nerfin-2	3	2	2
Mgn659	0	3	1
Oatp30B	13	10	3
CREG	7	15	3
CG34161	4	2	2
Myo95E	21	9	6
CG43760	0	1	1
chr2L_17239129_17239632.0	0	1	0
Mur29B	3	1	0
sev	12	5	2
Gmd	2	1	1
CG15704	0	2	1
CG15705	2	2	1
CG15706	10	45	1
Mgn095253	0	1	0
CG15196	3	2	2
CG15701	2	2	1
Ada	0	1	1
CR43887	0	1	0
CG15708	1	1	1
Adh	6	5	2
CG31668	8	1	1
CG11141	4	3	1
CG11147	11	5	2
CG17083	1	2	1
CG11145	2	1	1
loj	6	3	1
lok	8	5	3
CG11148	19	67	31
CG11149	4	3	2
Unc-89	42	19	15
cato	0	1	1
snoRNA:83E4-5	0	1	0
aret	23	13	8
CG9062	11	8	2
CR43186	1	1	0
CG32055	1	1	1
CG9067	6	4	3
CG31664	5	3	3
CG9068	5	1	1
CG6044	4	6	3
CG6045	7	2	1
snoRNA:Me28S-C2645b	0	1	0
CG6043	28	60	28
CG6040	7	3	2
CG6041	3	1	1
CG3184	0	1	1
Dcp2	11	56	9
Dcp1	0	2	1
Toll-9	7	3	2
Fbw5	2	3	1
CG8229	2	4	4
Dcr-2	7	3	2
CG8888	6	1	1
CG31661	0	1	1
Trc8	9	73	3
Toll-6	0	3	1
Toll-7	0	2	1
Toll-4	3	1	1
CG8223	4	1	1
mir-5613	0	1	0
rump	8	17	4
CG31663	15	8	2
CG2909	3	2	1
mir-5614	0	1	0
CG4570	0	2	1
tRNA:CR30298	0	1	0
CG4572	3	7	2
CG43982	0	1	0
tRNA:CR30257	0	1	0
CG4577	5	2	2
Nc73EF	20	46	6
mRpS34	0	1	1
CR43274	1	1	0
nmdyn-D6	1	1	1
Cpr65Eb	1	1	1
Cpr65Ec	1	1	1
Poxm	1	2	1
Gapdh1	2	3	3
CG9289	4	1	1
Cyp4e3	5	1	1
CG6262	8	8	7
CR43364	1	1	0
CG9286	3	2	2
CG9281	5	10	3
CR43363	2	1	1
CR43360	0	1	1
CG6597	12	15	3
CG8089	0	1	1
CG4680	0	4	1
tRNA:CR30297	0	1	0
CG4686	3	5	2
tRNA:CR31578	0	1	0
tRNA:CR31579	0	1	0
CG8080	9	9	5
Vinc	5	2	1
CG4688	3	2	1
CG8083	9	3	2
tRNA:CR31573	0	1	0
CG8086	26	127	31
CG8087	0	1	1
Mgn00244	1	1	0
Lcp9	1	1	1
CG10969	0	1	1
CG17648	0	1	1
Lcp3	1	1	1
Lcp2	2	2	2
Lcp1	3	3	1
Pxt	7	1	1
CG10962	4	3	1
Lcp4	2	2	1
Ste:CG33238	2	1	1
Lam	12	27	2
asrij	3	4	2
Rheb	5	2	1
CG11590	0	2	1
CG40045	9	6	4
Osbp	2	3	3
Mgn4214	0	1	0
Mgn095042	0	1	0
Ste:CG33236	2	1	1
Lac	2	6	2
Prosalpha3T	0	2	1
Rab39	2	4	2
Lar	32	47	15
Txl	4	3	3
AnnIX	10	18	6
Es2	1	1	1
CR40528	0	1	0
lectin-30A	0	1	1
CR31144	2	2	1
CG13380	8	1	1
Ir85a	3	3	3
Ir67a	2	1	1
bru-2	19	22	14
Tsp42A	2	3	1
Ir67b	0	1	1
Or98a	2	1	1
ApepP	1	4	2
phyl	1	2	1
snRNA:U4:25F	0	1	0
mRpS30	1	1	1
CG7889	2	2	1
CG7888	8	3	2
CG7881	3	1	1
Or98P	1	1	1
CG9935	13	6	5
CG9934	9	6	1
CG9932	10	17	9
Ipk2	0	1	1
CG7886	12	6	4
Bro	0	2	1
mir-309	0	1	0
mir-308	0	1	0
l(2)35Cc	2	3	2
CG42583	0	1	1
mir-303	0	1	0
Brf	6	4	2
Cpr64Ad	1	1	1
Cpr64Ac	1	1	1
mir-306	0	1	0
mir-305	0	1	0
mir-304	0	1	0
laccase2	12	11	5
CG42581	1	3	2
CR40508	0	1	0
chr3R_17249942_17250377.0	0	1	0
mt:tRNA:S:UCN	0	1	0
lgs	12	38	6
OstStt3	4	2	1
org-1	7	3	1
CG40486	1	3	2
Wnt5	3	7	2
ana2	2	2	2
ana3	1	2	2
mir-6-3	0	1	0
mir-6-2	0	1	0
CG5767	2	1	1
CG5810	0	1	1
His2B:CG33906	0	1	1
His2B:CG33904	0	1	1
CG43249	1	2	1
His2B:CG33902	0	1	1
His2B:CG33900	0	1	1
CG34442	5	2	2
CG34443	4	1	1
CG31120	7	8	5
CG34441	0	2	1
CG34446	0	1	1
CG34447	3	3	1
CG43244	1	1	1
CG34445	1	2	1
CG32479	12	7	2
Pex1	8	1	1
Snx1	4	4	1
Snx6	8	3	3
CG32719	9	7	5
snmRNA:649	0	1	0
wds	2	1	1
Mgn00239	2	2	0
CycD	8	6	4
Rab11	4	4	1
Mgn00231	5	6	1
Mgn00230	2	2	0
Mgn00232	1	1	0
neuroligin	12	1	1
Mgn00237	4	6	0
Mgn00236	1	1	0
Gfat1	17	18	12
CG13397	1	2	1
Gfat2	1	3	2
CG13390	2	2	1
CG13392	1	2	1
CG11703	0	2	1
CG13398	1	6	1
snoRNA:Me28S-G764	0	1	0
scny	13	115	16
wts	7	1	1
CG11710	6	2	2
PDCD-5	3	2	2
NtR	8	2	2
HLH54F	3	3	2
CG34140	4	2	2
lds	5	8	6
snoRNA:Or-aca4	0	1	0
snoRNA:Or-aca5	0	1	0
snoRNA:Or-aca1	0	1	0
DnaJ-60	3	2	1
CR43966	1	1	0
CR43967	1	1	0
CG6865	3	2	2
CG31788	1	1	1
CG31789	2	2	2
CG31787	2	3	3
CG31784	3	2	2
sprt	4	2	1
CG31780	1	2	2
Ntl	10	3	3
spri	20	11	9
CG14282	0	1	1
SIDL	5	1	1
CG14280	6	1	1
CG14286	0	2	1
Aats-glupro	6	2	2
Spc25	3	2	2
CG14285	2	1	1
Mgn4131	0	3	1
CG33257	1	1	1
CG41497	0	1	1
CG33255	1	1	1
Osi19	5	4	4
cathD	1	1	1
Mgn4137	3	3	0
Ost48	1	1	1
Osi15	2	1	1
Osi14	2	1	1
Vha44	14	10	4
Osi16	1	1	1
Osi11	0	1	1
Osi10	5	2	2
CG33258	3	3	2
snoRNA:Me18S-A1061	0	1	0
Tango7	2	4	1
Tango6	3	2	2
Tango5	6	6	2
Tango4	1	1	1
Tango3	0	1	1
Vrp1	17	39	12
Tango1	8	3	3
Mgn4216	0	1	0
ver	0	1	1
CG33783	3	1	1
Akap200	8	37	6
CG33785	1	2	2
CG15710	0	2	2
Tango8	0	1	1
CG3337	2	2	1
CG10703	2	1	1
CG3335	3	1	1
CG2247	11	24	8
CG3332	8	5	5
Hmt4-20	6	13	4
Spn75F	1	1	1
CG31870	3	3	3
CG31871	4	1	1
CG31872	5	3	3
CG33189	0	1	1
CG31874	1	1	1
CG31875	4	5	2
CG3339	34	2	2
CG3338	3	3	3
CG42375	1	1	1
CG42374	3	2	2
CG42377	18	53	9
CG42376	8	5	2
CG42371	1	1	1
CG42370	0	1	1
CG42372	1	4	3
CG3621	1	1	1
CG43630	0	1	1
CG3625	9	8	6
MIP20281	1	1	0
CG7197	0	4	1
Idgf5	2	1	1
Idgf4	4	3	1
Idgf1	1	1	1
Idgf3	4	4	1
Idgf2	3	2	2
CG15905	3	3	3
put	7	6	4
Adgf-C	5	1	1
Adgf-B	2	2	2
Adgf-E	2	2	2
Adgf-D	6	3	2
PMCA	32	632	37
l(3)04053	3	1	1
tRNA:S4:12Ee	0	1	0
CG1812	3	7	3
Tina-1	2	3	2
CG10359	5	4	4
CG14866	2	4	4
5SrRNA-Psi:CR33363	0	1	0
CG14864	1	2	2
Spt-I	7	5	2
CG14860	1	4	1
CG14861	1	2	2
CG10158	1	2	1
Su(Ste):CR42437	0	1	0
CG10157	3	1	1
CG10154	3	1	1
asl	2	2	1
CG10153	3	2	2
CG10151	4	5	2
Dpy-30L2	1	1	1
Dpy-30L1	0	2	1
CG12133	2	1	1
Sirt2	3	2	2
CG11876	6	4	2
CTCF	3	2	1
CG12428	12	12	1
Sh	40	15995	66
CG11874	5	1	1
CG12483	1	1	1
CG12420	2	1	1
Sb	12	4	1
tRNA:P:90Cb	0	1	0
CG12480	12	87	33
CG12426	3	1	1
tRNA:P:90Ca	0	1	0
CG42807	1	1	1
CG42806	0	1	1
CG17639	4	4	3
CG10353	17	11	6
Dh31	5	4	3
CG9300	3	1	1
CR43956	2	1	0
lectin-46Cb	2	2	2
CG42809	0	1	1
lectin-46Ca	2	2	2
CG7504	10	4	3
CG2577	0	2	1
CG7506	1	1	1
CG12484	25	9	7
chr3L_18468394_18468792.0	0	1	0
CG12539	1	1	1
CR18275	2	1	1
SA	9	1	1
Gbeta13F	19	245	1
CG7509	4	1	1
CG34376	6	19	8
CG7059	7	7	3
CG6675	2	3	2
CG9547	1	1	1
Drp1	9	3	3
CG9542	1	2	1
CR43792	0	1	0
CR43791	0	2	0
CG9541	8	2	2
pncr004:X	1	1	1
CAP	49	1507	182
CG6678	4	2	2
CG9548	3	1	1
Cenp-C	8	2	2
chr2L_20625663_20626215.0	0	1	0
Aats-gln	0	1	1
Mgn00430	2	2	1
Mgn00436	1	1	0
tRNA:S4:12Ea	0	1	0
Mgn00434	1	1	1
Pask	2	2	2
CG12267	6	2	1
CG9125	1	2	2
Rala	8	13	2
Obp8a	1	2	1
Skp2	7	11	5
CG1908	6	7	3
CG1909	16	20	5
CG1275	10	19	4
CG9471	2	2	1
CG1902	5	6	1
CG5597	4	2	2
CG43290	1	2	1
CG1273	7	2	1
CG16903	3	2	2
tRNA:CR31383	0	1	0
tRNA:CR31382	0	1	0
Sfp77F	1	2	1
CG8301	7	8	2
CR43421	0	1	0
CR43420	0	1	0
CR43423	2	7	2
CR43422	0	1	0
ft	8	2	2
CR43424	2	3	1
CG9030	4	2	2
CR43426	3	5	1
CR43429	1	1	1
fy	2	2	1
fz	7	12	4
CG5592	2	2	1
Gr61a	7	2	1
Mgn4161	0	2	0
CG16704	1	1	1
CG16700	5	2	1
fh	1	3	1
CR40685	0	5	0
fj	0	1	1
fabp	6	3	3
a	12	5	2
foxo	22	21	5
Mgn095053	0	1	0
egr	7	4	4
Mcm6	0	1	1
Lsm10	0	1	1
Lsm11	0	3	1
Aprt	2	2	1
egh	3	10	1
egl	7	2	1
HLHmdelta	0	2	1
snRNA:U4:39B	0	1	0
Fili	4	4	1
dream	3	2	2
Mgn00134	1	1	0
mir-2535b	0	1	0
CG3290	2	1	1
CG2177	3	8	3
SF2	5	8	3
Hrs	7	6	5
SF1	7	11	6
CG8145	3	1	1
CG8412	6	4	4
CG8147	2	2	1
CG8417	2	2	1
stg1	6	1	1
CG8414	4	2	2
CG8419	4	4	3
Cdc37	5	3	2
CG8149	1	1	1
CG34298	2	2	2
chrX_18560118_18560673.0	0	1	1
Mulk	2	3	2
Mgn3910	1	4	2
CG30008	4	3	3
CG4747	11	14	7
CG30007	17	44	44
Mgn3918	0	4	1
CG4744	2	2	2
CG30002	4	6	2
CG30000	3	2	1
CG30001	8	2	2
14-3-3epsilon	18	529	7
Atf6	7	8	5
sNPF	4	4	2
Atf3	6	3	2
CG43185	2	4	1
CG43184	0	1	1
CG43187	2	2	1
CG43181	0	1	1
CG44094	0	1	1
CG43183	3	1	1
CG8870	2	1	1
Hr4	16	47	8
CG43189	0	2	1
